700,114,17,42
698.5,116.5,17,41
698.5,119.5,17,41
698.5,122.5,17,41
698.5,129.5,17,41
698,138,17,43
696.5,151,17,42
696.5,167,17,42
695.5,188,17,42
695.5,209,17,42
699,216,15,44
698.5,216.5,15,43
698.5,217.5,15,43
698.5,217.5,15,43
698.5,217.5,15,43
699,221,18,42
700,220.5,18,41
700,220.5,18,41
700,220.5,18,41
700,220.5,18,41
701,218,19,46
699.5,217.5,19,45
699.5,217.5,19,45
700.5,217.5,19,45
700.5,217.5,19,45
703,217,17,48
701.5,216.5,17,47
701.5,216.5,17,47
702.5,217.5,17,47
703,217,16,46
703,219,18,46
702,218.5,18,45
702,218.5,18,45
703,218.5,18,45
703.5,219,17,44
704,221,17,43
703.5,221,17,42
703.5,221,17,42
704.5,222,17,42
704.5,222,17,42
706,222,16,46
705,221.5,16,45
706,222.5,16,45
706,222.5,16,45
706,223.5,16,45
707,224,17,47
705.5,224,17,46
706.5,224,17,46
706.5,224,17,46
706.5,224,17,46
707,224,19,45
705.5,224,19,44
705.5,225,19,44
705.5,225,19,44
705.5,225,19,44
707,223,20,49
706,223,20,48
706,224,20,48
706,224,20,48
706,225,20,48
708,227,18,47
707,227,18,46
707,227,18,46
707,228,18,46
707,228,18,46
708,230,18,47
707,230,18,46
707,231,18,46
707,231,18,46
707,232,18,46
709,231,18,48
709,231.5,18,47
709,231.5,18,47
710,231.5,18,47
710,232.5,18,47
711,229,16,50
710,228.5,16,49
710,228.5,16,49
711,229.5,16,49
711,229.5,16,49
710,232,18,50
709,231.5,18,49
709,232.5,18,49
709,232.5,18,49
709,233.5,18,49
710,233,22,51
709,233,22,50
708,234,22,50
708,234,22,50
707,234,22,50
709,235,19,52
708.5,234.5,19,51
707.5,234.5,19,51
707.5,235.5,19,51
707.5,235.5,19,51
706,237,19,53
704.5,237,19,52
703.5,238,19,52
703.5,238,19,52
703.5,239,19,52
705,238,21,53
703.5,238,21,52
703.5,238.5,21,53
703.5,238.5,21,53
703,240,20,50
704,238,20,53
704,238,20,52
704,239,20,52
703,239,20,52
703,239,20,52
703,242,20,54
702,241.5,20,53
702,242.5,20,53
702,242.5,20,53
702,243.5,20,53
702,244,19,52
700.5,243.5,19,51
700.5,244.5,19,51
699.5,244.5,19,51
700,245,18,50
701,246,19,56
699.5,245.5,19,55
698.5,246.5,19,55
699.5,246.5,19,55
698.5,247.5,19,55
698,247,21,58
696.5,246.5,21,57
696.5,247.5,21,57
695.5,248.5,21,57
695.5,248.5,21,57
700,250,19,57
698.5,250,19,56
698.5,250,19,56
698.5,251,19,56
698.5,251,19,56
698,248,19,60
696.5,247.5,19,59
696.5,248.5,19,59
696.5,249.5,19,59
696.5,249.5,19,59
696,255,19,58
694.5,255.5,19,57
693.5,256.5,19,57
692.5,257.5,19,57
692.5,257,19,58
692,255,22,65
691,256,22,64
690,256,22,64
689,257,22,64
689,258,22,64
690,261,20,65
689,262,20,64
688,262.5,20,65
687,265,20,64
686,266,20,64
687,267,19,67
685,269,18,64
683.5,269,19,66
684,272,18,64
683,273,18,64
681,271,22,66
680,271.5,22,65
680,272.5,22,65
679,274.5,22,65
678,275.5,22,65
677,275,25,72
675.5,276.5,25,71
675.5,277.5,25,71
674.5,279.5,25,71
673.5,281.5,25,71
671,284,28,72
670,285.5,28,71
670,286.5,28,71
669,288,28,72
667.5,289.5,29,73
669,293,28,74
668,294.5,28,73
668,296,28,74
667,298,28,74
667,300,28,74
666,301,28,77
666,303,28,76
665,306,28,76
665,308,28,76
664,311,28,76
664,313,27,83
662.5,314.5,27,83
662.5,317.5,27,83
661.5,319.5,27,83
660.5,321.5,27,83
658,321,28,87
657,323,28,86
656,325.5,28,87
654,327.5,28,87
653.5,331,27,84
653,333,28,91
652,335.5,28,91
650,337.5,28,91
648.5,338.5,29,93
647.5,340.5,29,95
644,343,35,94
642.5,344.5,35,93
640.5,346.5,35,93
639.5,348.5,35,93
638.5,350,35,94
636,350,31,98
634.5,351.5,31,97
633.5,353,31,98
632,354,32,100
632,357,32,100
631,362,32,99
630,364,32,98
630,366,32,98
629,369,32,98
628,371,32,98
626,373,34,102
625,374.5,34,101
625,375.5,34,103
624,376.5,34,103
623,378.5,34,103
625,383,30,99
624,385,30,98
624.5,387,29,96
623,388,30,98
622,389.5,30,99
621,388,31,103
619.5,389.5,31,103
618.5,390.5,31,103
617.5,392.5,31,103
616.5,393.5,31,103
614,395,35,103
612.5,396,35,102
611.5,396,35,104
609.5,397,35,102
609.5,398,35,102
606,398,36,104
605,399,36,104
604,400,36,104
603,401,36,104
602,402,36,104
606,404,32,107
605,404.5,32,107
604,405.5,32,107
604,405.5,32,107
603.5,407,31,104
600,406,33,104
598.5,406,33,104
597.5,406,33,104
597.5,406,33,104
596.5,407,33,104
593,405,36,104
592,405,36,104
591,406,36,104
590,406,36,104
589,406,36,104
589,407,37,106
587.5,407,37,106
587.5,407,37,106
587.5,406,37,108
586.5,406,37,106
589,405,39,104
589.5,404,39,104
590.5,404,39,104
592.5,403,39,104
593.5,403,39,104
593,407,35,106
593.5,407,35,106
593.5,407,35,106
592.5,407,35,106
592.5,407,35,106
594,405,34,107
593,404.5,34,107
593,403.5,34,107
593,401.5,34,109
593,400.5,34,109
591,397,32,106
593,395.5,32,105
596,394.5,32,105
600.5,395,31,102
605.5,394,31,102
611,396,37,102
615.5,394.5,37,101
621.5,394.5,37,101
627.5,394.5,37,101
634.5,393.5,37,101
642,393,39,103
648.5,390.5,39,103
654.5,388.5,39,105
658.5,387.5,39,105
662.5,386.5,39,105
667,386,35,104
669.5,385,35,104
672.5,384,35,104
674.5,384,35,104
676.5,383,35,104
680,383,33,105
680.5,381.5,33,105
681.5,380.5,33,105
682.5,379.5,33,105
684.5,378.5,33,105
687,381,36,101
690,379,36,102
693,378,36,102
698,377,36,102
701,376,36,100
705,373,34,101
705,372,34,100
706,371,34,100
706,370,34,100
707,369,34,100
709,368,32,101
709,366.5,32,101
709,365.5,32,101
709.5,364.5,31,99
710.5,363.5,31,99
709,365,36,96
710,362.5,36,95
710,361.5,36,95
710,360.5,36,95
711,358.5,36,95
713,358,31,97
711.5,356.5,31,97
711.5,354.5,31,97
711.5,353.5,31,97
711.5,352.5,31,97
712,350,33,99
710.5,349,33,98
711.5,347,33,98
711.5,346,33,98
712,345,32,96
717,343,31,96
715.5,340.5,31,95
715.5,339.5,31,95
715.5,338.5,31,95
715.5,336.5,31,95
714,336,33,96
713.5,334.5,33,95
712.5,333.5,33,95
712.5,332.5,33,95
711.5,331.5,33,95
711,333,34,94
710,331.5,34,93
709,330.5,34,93
709,328.5,34,93
708,326.5,34,93
708,324,34,94
707,323,34,94
706,322,34,94
706,321,34,94
706,320,34,94
706,320,35,95
704.5,319,35,94
704.5,319,35,94
704.5,318,35,94
704.5,317,35,94
707,315,35,98
705.5,313.5,35,97
706,313.5,34,95
706,312.5,34,95
706.5,310.5,35,97
709,313,32,92
709,311.5,32,91
709,310.5,32,91
708,310,32,92
708,308.5,32,91
708,306,30,95
707,305,30,94
706,305,30,94
706,304,30,94
706,304,30,94
708,303,32,92
709,302,32,92
712.5,302,31,90
717.5,301,31,90
723.5,301,31,90
733,301,30,93
740,301,30,92
751,301,30,92
765,301,30,92
782,302,30,92
804,305,32,90
828.5,307,31,88
855,310,30,86
887,309,33,92
918,313,30,92
950,317,29,89
980,325,31,85
1012,328,30,87
1043,331,30,87
1073,338,32,89
1103,343,33,88
1132.5,348.5,33,87
1163,358,34,87
1196,366,32,84
1224,374,34,89
