474,319,50,94
476.2,317.97,50,93
478.68,317.32,50,93
480.45,317.58,50,93
479.22,316.93,50,93
480,317,48,81
480.01,317.99,48,80
481.48,318.82,48,80
481.85,319.37,49,83
482.75,320.55,49,83
487,319,45,96
488.27,320.82,44,93
488.32,320.81,44,93
489.3,320.29,45,95
491.78,317.5,45,96
494,321,40,89
497.47,321.63,39,86
499.99,321.37,39,86
500.06,321.37,39,86
501.01,322.91,38,84
503,318,39,86
504.12,318.85,39,85
504.94,320.68,39,85
504.71,319.92,40,88
504.25,320.9,39,86
508,320,36,92
510.19,322.14,34,87
512.28,320.59,33,85
512.64,319.28,33,84
516.76,319.3,32,82
510,319,38,92
511.37,318.25,38,92
512.75,318.69,38,92
513.37,319.41,38,92
515.24,321.4,37,89
515,318,37,96
514.53,317.51,37,95
515.45,319.25,37,96
514.5,318.6,37,96
515.43,319.09,37,95
516,322,38,99
516.42,321.84,38,98
516.46,321.84,38,98
517.74,320.83,38,99
517.57,320.23,38,99
518,319,40,89
519.58,319.93,40,89
518.44,321.02,40,89
518.49,321.05,40,89
518.97,323.19,40,88
520,321,35,101
518.57,321.8,35,100
519.37,321.64,35,100
518.97,321.39,35,100
519.01,323.23,33,96
518,322,37,95
517.49,321.07,37,96
517.32,320.96,37,96
516.57,320.73,37,95
516.48,319.8,37,95
513,319,39,90
512.55,318.5,39,89
512.12,320.57,39,89
512.59,324.31,38,87
511.39,323.89,39,89
512,324,37,100
510.62,325.3,37,99
510.66,325.32,37,99
509.3,323.56,37,100
506.54,320.1,37,100
503,322,41,95
502.39,322.42,41,96
500.72,322.91,40,93
500.73,323.92,40,93
499.26,324.03,41,95
491,322,44,98
489.46,322.62,44,97
486.4,323.81,44,97
483.75,324.77,43,95
483.76,324.78,43,95
485,324,37,99
482.77,323.94,37,98
479.71,323.29,37,98
477.15,324.26,37,99
475.13,322.43,37,99
472,321,40,94
470.15,321.9,40,93
468.4,322.92,40,93
466.19,326.83,38,89
463.98,328.09,38,89
461,323,38,105
461.99,323,38,104
459.96,324.79,38,104
457.91,322.69,38,106
455.62,324.69,37,101
451,321,39,100
449.88,321.77,39,100
448.87,320.77,39,100
446.8,320.83,39,100
445.14,321.9,39,99
440,321,40,96
438.08,323.75,40,96
435.56,323.7,40,96
435.56,323.72,40,96
433.44,322.96,40,96
434,324,39,109
431.97,320.02,41,114
429.5,318.47,42,116
429.63,318.68,40,112
428.62,317.69,42,116
426,320,42,98
425.87,320.75,42,98
424.36,320.96,42,99
421.99,322,43,101
419.77,321.28,42,99
420,318,41,106
418.21,319.42,41,105
415.93,318.93,41,105
415.71,318.15,40,102
414.36,315.47,40,102
412,319,41,91
412.5,319,41,90
411.96,317.91,42,93
410.4,316.58,42,93
409.29,318.36,41,91
410,315,42,92
409.29,317.33,42,91
409.3,317.33,42,91
408.46,316.21,42,92
406.98,316.87,42,92
409,315,38,101
409.28,314.61,38,100
410.95,312.89,37,98
410.96,312.9,37,98
411.26,309.01,38,100
408,310,38,88
409.79,308.98,38,87
409.68,308.47,38,88
409.93,309.76,38,88
409.94,309.76,38,88
410,306,42,96
410.51,306.38,42,95
409.68,305.84,43,98
409.9,301.61,43,98
412.77,299.63,41,93
412,304,37,101
413.81,301.8,38,104
414.07,300.46,38,104
417.83,298.96,38,104
419.82,298.72,37,102
420,299,44,88
420.02,298.5,44,87
421.83,300.08,44,87
423.11,302.31,43,85
423.9,301.16,44,87
425,301,44,91
427.75,301.55,43,88
427.75,301.54,43,88
432.16,301.81,41,84
434.96,302.59,42,86
428,299,44,86
429.88,298.76,44,85
431.37,300.52,42,81
430.39,300.52,42,81
430.59,302.86,43,83
434,301,47,91
434.79,303.1,46,88
434.57,304.54,46,88
434.5,303.12,45,86
434.53,303.12,45,86
434,300,39,92
432.76,299.12,39,92
431.84,297.96,39,92
432.54,299.69,37,87
432.88,300.77,36,85
429,297,36,85
427.81,299.53,35,82
