828,483,29,41
830,486,28,40
832,492,28,40
834,498,28,40
834,504,28,40
834,512,33,37
836,518,32,36
838,524,32,36
840,530,32,36
842,536,32,36
842,541,33,35
842,547,32,34
844,553,32,34
846,561,32,34
848,567,32,34
851,575,36,35
852,581,36,34
856,579,38,44
857,580,41,42
859,579,44,43
863,577,39,46
864,575,38,46
863,569,35,48
865,566,36,51
864,559,36,50
866,555,36,44
864,547,36,42
864,539,36,42
864,531,36,42
860,509,37,54
864,493,31,65
863,478,30,64
861,464,30,64
861,450,30,64
859,430,30,64
858,414,32,79
854,395,32,78
853,374,30,76
851,357,30,74
851,344,30,76
846,329,35,57
843,322,34,56
843,320,34,56
839,318,34,56
835,319,35,59
833,314,40,67
830,309,40,66
828,305,40,66
824,301,40,66
823,301,38,57
822,299,35,54
819,296,34,52
815,290,34,52
813,288,34,52
811,284,34,52
806,280,34,48
806,273,31,59
801,265,36,58
800,262,35,61
798,264,35,52
793,260,38,54
787,256,38,52
783,250,38,52
779,246,38,52
777,242,38,52
774,233,33,50
772,230,32,48
768,224,32,48
762,218,32,48
760,216,32,48
757,219,34,48
751,215,34,46
747,211,34,46
745,207,34,46
741,203,34,46
739,206,35,40
737,203,34,38
733,199,34,38
729,197,34,38
727,193,34,38
724,188,33,44
722,185,32,42
718,183,32,42
714,181,32,42
710,179,32,42
710,182,35,42
707,180,34,40
703,176,34,40
701,176,34,40
697,174,34,40
695,172,31,39
691,169,30,38
689,169,30,38
687,167,30,38
685,165,30,38
684,162,28,44
682,161,28,42
678,161,28,42
676,161,28,42
674,161,28,42
665,167,39,41
663,166,38,40
661,166,38,40
659,166,38,40
657,166,38,40
655,170,33,33
652,170,32,32
650,172,32,32
650,172,32,32
642,176,40,32
643,173,36,38
640,174,36,36
638,176,36,36
634,178,36,36
634,180,36,36
631,182,38,39
629,183,38,38
629,185,38,38
625,185,38,38
625,187,38,38
616,195,44,31
614,197,44,30
612,199,44,30
612,201,44,30
610,203,44,30
613,207,42,34
611,208,42,32
611,212,42,32
609,214,42,32
607,216,42,32
599,217,48,36
598,219,48,34
596,223,48,34
594,227,48,34
594,229,48,34
599,237,44,36
596,239,44,34
596,245,44,34
594,249,44,34
592,253,44,34
591,258,50,35
591,261,50,34
589,265,50,34
587,269,50,34
587,273,50,34
580,278,56,34
580,282,56,32
580,288,56,32
580,292,56,32
580,296,56,32
581,305,47,35
581,308,52,34
580,317,53,32
582,321,51,32
582,324,51,35
578,330,56,36
578,335,56,34
580,341,56,34
580,347,56,34
582,351,56,34
584,360,60,36
586,365,60,34
588,371,60,34
590,377,60,34
592,383,60,34
589,391,61,34
593,399,59,32
593,405,62,34
595,411,62,34
595,419,62,34
595,425,61,35
594,431,60,34
596,439,60,34
596,447,60,34
598,453,60,34
599,460,63,37
599,468,62,36
601,476,62,36
601,482,62,36
603,490,62,36
602,497,68,43
602,505,68,42
604,513,68,42
604,521,68,42
604,529,68,42
603,533,71,47
603,541,70,46
603,547,70,46
603,555,70,46
603,561,70,46
598,568,78,45
597,574,78,44
597,580,78,44
599,584,78,44
601,590,78,44
604,592,81,51
606,595,80,50
606,599,80,50
608,605,80,50
610,607,80,50
613,613,77,56
614,615,76,54
616,619,76,54
618,621,76,54
620,623,76,54
619,625,76,52
620,627,76,50
622,629,76,50
624,629,76,50
626,631,76,50
628,632,74,52
627,633,74,50
628,634,72,48
629,635,74,50
630,638,72,48
633,638,73,52
632,637,72,50
632,637,72,50
632,631,72,50
632,627,72,50
635,622,71,52
635,613,70,50
635,603,70,50
