586,296,50,119
580,288,58,124
578,276,58,131
564,267,63,137
557,248,78,146
553,230,80,156
547,223,82,173
549,223,76,177
547,220,73,187
553,192,62,212
548,195,66,211
546.59,187.08,68,219
549,157,70,248
545,143,76,265
549,141,82,259
550,133,83,251
548.63,122.57,84,255
550.56,120.25,81,245
555,105,104,263
564,100,103,256
572,99,93,233
570,71,114,249
571,54,125,251
578,39,130,261
572,29,121,279
571,21,108,292
562.76,10.458,112,302
555.7,4.6004,112,302
550.92,4.503,107,290
542.43,1,105,281.53
526,5,131,282
514.55,2.8391,128,275
498,4,120,297
488,2,125,290
474.29,1,131,275.08
462,3,119,253
452.27,1,121,253.12
450.69,1.8911,119,252
459,18,114,251
469,34,114,242
476,51,109,244
485,63,112,247
486,78,117,249
501,96,112,238
511,110,107,234
513,128,97,217
519,143,116,225
523,154,111,225
522,171,108,221
519,192,115,210
520,212,109,195
519.87,223.17,109,194
521.64,234.2,106,190
519.56,246.8,104,186
513.48,252.55,106,190
496,276,105,178
490.41,288.61,100,171
482,285,113,176
470.66,299.06,105,178
463,301,119,164
463,319,117,150
461.97,327.36,114,146
459.12,331.36,117,149
455,332,111,136
450,332,116,125
450,326,114,119
458.3,316,117,127
457,314,130,123
