659,160,63,112
662.32,160.47,61,108
663.94,160.84,60,106
665.58,160.02,59,104
669.28,161.97,57,100
669,161,64,105
674,163,63,105
672,160,65,100
674.74,165.43,63,97
676.32,163.02,63,97
683,159,57,98
683.02,156.66,58,98
684.38,153.31,58,98
685.14,150.96,58,98
691,141,51,106
688,138,52,113
687.6,135.25,52,112
695,126,55,117
695,124,59,114
691,119,57,127
692,120,57,115
690.79,117.83,57,114
692,100,55,136
692,103,51,126
688,96,55,132
687,92,57,131
683,94,55,128
686.04,88.095,57,130
686.9,89.229,55,127
691,95,48,124
693,95,46,122
692.57,92.613,46,121
693.72,90.713,45,118
693.7,90.71,45,118
694.24,89.056,44,116
688,98,52,104
687.98,98.5,52,103
688.66,97.246,50,100
689,97,55,102
689,96,51,98
689,93,47,96
688.37,89.607,47,95
686.87,86.308,47,95
685.72,82.801,47,95
686.02,79.505,47,95
683,74,46,95
681.71,69.574,46,95
678.87,65.779,47,97
678,55,53,105
676,49,63,113
668,43,63,117
665.76,39.124,64,118
661.6,35.233,65,120
663,25,59,134
656,16,61,148
657,16,53,138
652,14,56,139
647,14,56,135
645,19,57,127
646,20,56,125
642,24,59,119
638,22,60,124
639.49,23.041,57,119
638.09,24.465,55,116
634.65,22.446,57,119
628,31,61,113
625.7,30.987,61,113
624.24,33.25,59,110
621.11,32.89,59,110
616.31,31.646,61,113
614,28,59,132
610.67,28.166,60,133
607,20,58,144
605,22,56,146
598,19,66,152
590,19,72,154
585.6,18.146,73,156
581.36,20.93,73,156
573,18,71,164
559,12,77,168
550,11,80,173
536,7,88,183
527,13,92,179
517,23,98,171
515,27,96,177
514,40,93,167
509.57,46.506,91,162
502.62,48.316,93,166
480,63,110,162
472,74,113,155
458,78,118,157
449,83,122,162
438,88,129,159
451.89,87.242,113,156
432,92,124,169
419,99,120,170
411.97,101.67,122,172
404,96,119,185
394,98,121,183
384,104,127,184
379,107,127,194
368,104,128,202
361,107,124,207
353,112,129,213
342,111,130,224
334,114,131,225
328,113,128,233
315,114,136,235
309,114,132,239
300,115,132,247
295,115,134,249
287.41,120.51,128,246
282,117,127,251
279,115,131,254
274,119,133,253
266,120,129,250
261.51,120.62,128,249
255.87,122.84,128,249
250.12,123.92,128,249
246.36,123.79,128,249
244,121,135,253
241.93,120.5,134,252
237.24,120.92,134,252
234.8,120.98,134,252
232.22,119.61,134,252
226,115,136,259
226.44,114.17,135,258
227.13,114.12,135,258
227.92,114.6,135,258
230.24,111.33,137,263
232,107,132,273
235.61,106.78,131,272
239.96,103.57,133,277
246.02,103.26,133,277
253,101,122,290
259,97,115,290
266.82,93.143,114,289
276.8,91.884,111,283
279,81,116,288
289,77,120,285
299,72,117,278
313.53,64.846,118,279
326.63,56.179,120,284
340.84,50.449,120,284
356.83,44.405,120,284
372,36,118,287
390.83,34.391,115,280
410.68,27.427,118,286
432,23,125,286
449.01,22.963,118,286
474,21,121,287
493.48,19.881,121,286
510.73,18.001,121,286
531.18,20.916,118,280
550.45,16.301,121,286
563,19,117,282
584.08,17.568,117,281
605.97,20.964,114,275
624.93,24.932,112,270
646.37,27.982,110,264
671,35,116,264
688.86,34.899,121,265
715.44,40.372,118,259
741.17,44.66,116,254
767.69,53.215,114,249
781,67,124,237
798.3,72.751,124,236
812.03,76.966,124,236
