746,630,31,58
745.14,630.38,31,58
748.29,621.14,30,56
751.46,613.63,29,54
753.24,606.24,29,54
752,594,31,62
751.62,588.6,31,62
753.48,581.68,31,62
754.43,573.8,31,63
754.06,573.71,31,63
754,569,32,57
754.7,563.76,30,53
754.97,557.04,30,53
753.59,550.26,30,53
754.05,544.89,29,52
752,547,32,46
753,544,27,42
753,544,28,38
750,540,29,43
746,534,30,42
746,529,29,43
742.8,524.73,29,43
738.73,519.06,29,43
736.75,516.41,29,43
732.97,511.02,29,43
737,508,27,44
732.98,502.69,27,43
729.8,497.52,26,42
726.74,493.57,25,41
722.27,488.12,26,42
722,489,25,42
718.79,487.87,25,42
715.77,484.03,24,41
715.07,484.85,23,39
712.61,482.16,22,38
705,480,31,38
701.08,477.57,29,36
695.63,474.71,29,36
691.9,472.4,29,36
687.56,468.43,30,37
685,461,33,38
685.1,460.96,33,38
681.14,456.91,33,38
676.01,452.23,33,38
671.7,447.1,33,38
664,446,32,34
660.4,442.48,32,34
656.3,438.85,31,33
652.29,434.75,32,34
651.06,433.04,32,34
650,433,35,29
646.56,431.47,33,27
642.71,427.37,34,28
638.73,424.01,34,28
634.42,422.81,34,28
629,421,33,30
625.24,418.91,33,30
625.24,418.84,33,30
621.58,414.25,33,30
617.88,412.25,32,29
615,409,32,31
612.7,404.59,32,31
609.85,401.04,32,31
606.9,398.13,32,31
602.84,395.51,31,30
600,398,32,26
597.07,395.29,32,26
594.32,393.32,32,26
591.46,390.01,32,26
588.77,389.19,31,25
586,385,32,25
583.99,382.92,32,25
581.28,380.7,30,24
581.65,381.48,30,23
578.97,376.6,32,25
577,375,30,24
575.69,372.41,30,24
573.83,369.13,30,24
571.18,366.61,30,24
570.37,364.88,29,23
569,362,28,24
569.33,362.88,28,24
567.57,361.09,27,23
565.91,358.73,27,23
564.69,357.01,25,22
562,355,31,22
561.5,354.95,31,22
559.17,352.42,31,22
558.46,351.39,31,22
557.83,351.36,31,22
557,347,31,22
559,347,29,22
556,345,32,21
553,342,31,21
554,339,25,22
554,340,24,18
554.24,337.68,24,17
554.2,337.71,24,17
553.03,336.04,24,17
552.79,333.98,24,17
550,330,25,22
550.13,329.42,25,21
550.39,326.63,25,21
549.81,325.57,25,21
549.02,325.4,25,21
548,327,25,16
548.23,325.2,25,15
546.89,323.21,25,15
547.09,321.05,25,15
546.37,319.11,25,15
549,316,28,18
549.64,313.89,28,17
549.45,311.63,28,17
549.76,312.46,28,17
549.37,309.9,28,17
550,308,29,18
550.32,306.33,29,17
551.44,304.86,29,17
550.87,303.55,29,17
550.6,302.59,29,17
552,301,28,20
552.35,301.49,28,19
553.69,300.19,28,19
553.15,297.96,28,19
554.72,295.63,28,19
554,297,26,14
554.13,295.13,26,13
554.65,293.44,26,13
555.68,290.53,26,13
556.7,290.47,26,13
554,287,25,16
555.35,284.61,25,15
555.29,284.04,25,15
555.87,283.37,25,15
557.03,281.75,25,15
558,281,23,16
558.33,280.06,23,15
558.5,279.91,23,15
559.34,278.64,23,15
558.93,278.12,23,15
560,279,23,14
561.3,277.43,23,13
560.62,275.22,23,13
561.25,273.7,23,13
562.67,273.25,23,13
561,271,22,16
561.41,270.13,22,15
561.58,267.98,22,15
562.96,266.14,21,14
