559,325,68,143
532,322,67,141
512,334,67,141
492,333,67,141
478,332,66,138
479,335,58,148
469,328,58,148
462,338,57,145
453,330,55,140
450,335,58,146
435,344,75,152
430,348,75,151
427,346,74,150
423,350,74,150
421,357,74,149
423,354,56,152
419,354,55,149
415,352,57,154
413,356,57,154
409,356,56,151
407,358,74,154
408,360,73,151
404,364,73,151
409,364,72,150
402,365,75,157
413,368,60,144
415,363,60,145
410,368,59,143
405,369,60,144
405,362,61,147
400,369,82,146
398,372,81,143
398,372,81,143
398,375,80,142
395,380,80,142
404,382,57,138
404,382,57,138
402,387,56,135
398,380,57,137
400,383,57,137
393,380,86,151
391,383,85,148
391,383,85,148
391,386,84,148
387,384,88,154
390,387,79,150
390,387,79,150
387,387,78,148
380,390,80,152
381,387,80,152
370,390,76,158
366,390,75,156
362,393,75,155
359,395,74,153
356,394,76,158
346,399,88,161
344,402,87,158
337,404,87,158
328,402,87,160
326,406,87,160
319,414,97,158
314,418,97,157
306,412,97,157
302,420,96,156
293,416,97,157
279,422,115,155
271,425,115,155
261,429,115,153
252,434,115,155
244,435,116,155
230,435,127,156
219,440,127,156
212,442,127,154
200,443,127,156
192,451,125,151
182,444,131,171
174,447,131,171
159,455,129,168
147,453,130,169
137,456,131,171
134,468,122,166
124,464,123,167
115,475,121,163
113,473,120,162
98,471,122,165
91,473,112,177
85,478,112,177
70,472,111,177
61,476,112,177
54,481,112,177
58,486,92,170
51,492,91,169
44,488,93,171
34,490,94,172
36,497,93,171
25,495,97,165
18,501,96,164
10,496,96,162
5,497,96,163
1,504,93,159
1,508,84,150
2,508,77,150
1,510,72,153
1,513,64,148
1.1369e-13,509,66,153
1,507,65,152
1,514,62,148
1,514,61,145
1,514,57,146
1,517,51,140
1,518,48,141
1,518,48,137
1,517,44,139
1,516,48,133
1,519,48,130
1,520,47,128
2,520,45,124
1,522,47,120
1,525,47,116
2,525,47,116
2,523,49,122
1,524,51,115
1,523,50,113
1,520,52,116
1,523,48,114
1,519,51,121
2,515,53,127
1,508,53,136
2,509,56,134
1,508,58,137
1,500,60,148
1,494,65,156
1,491,63,158
2,491,68,156
4,493,72,150
2,493,79,149
7,493,81,146
9,489,85,150
14,488,89,151
16,488,91,151
21,488,91,152
27,489,91,152
32,485,92,153
42,492,87,145
43,492,89,149
48,492,89,150
55,492,90,152
