398,117,105,80
409.85,120.1,107,80
420.95,121.67,111,83
431.99,124.81,115,87
441.89,129.48,120,90
450,126,136,101
459.01,128.8,138,100
469.29,130.42,143,104
478.28,132.48,149,109
492,139,159,114
501,137,168,120
512.04,138.6,171,121
511,144,195,126
517,152,200,126
523,152,215,135
528,155,221,134
531.77,155.67,229,138
535,165,254,136
540,170,269,133
541,172,286,142
543,178,301,142
547.55,181.84,307,144
551,189,336,154
556,192,356,161
557,193,373,172
568,198,384,165
578.45,202.58,384,164
579,207,418,181
584,210,429,196
587,214,448,197
598,219,467,195
602.72,222.28,476,197
603,226,503,217
610,232,514,229
613,237,527,252
607,241,555,258
602.84,243.49,566,262
602,244,595,273
595,250,613,280
589,252,626,296
582,251,632,314
568.44,253.13,659,328
560.44,252.97,659,328
555,243,680,335
545,237,682,345
535,228,694,374
521.35,222.01,707,380
481.65,211.33,736,395
495,206,705,389
491,196,698,393
483,190,688,377
474,184,678,409
465,181,663,396
461,174,641,403
454,174,619,414
454,169,582,423
451,165,561,425
450,162,526,443
446,158,506,418
450,159,475,404
451,154,447,398
451,152,420,374
454,150,387,357
454,142,357,370
461,140,331,356
462,137,307,347
463,137,286,328
450.66,131.38,283,319
452,135,271,300
445,129,279,290
448,122,280,292
447.78,117.41,266,296
447.47,111.26,256,284
450.89,105.88,246,273
447,102,247,260
449,95,240,224
454.41,89.853,230,214
451.22,82.077,226,210
451.72,77.665,217,201
450.22,70.868,208,194
