464,465,205,218
470.26,459.04,197,209
471.26,458.03,197,209
493,460,175,189
509,455,161,173
533,450,142,149
533.98,450.49,142,149
546.27,446.27,133,140
568,444,120,122
567,442,120,124
592,441,106,114
605.28,436.01,103,110
606.29,436.01,101,108
619.75,431.39,99,106
630.08,427.81,97,104
621,426,108,106
633.71,422.15,105,103
661,418,93,109
672,416,89,112
673,415,90,113
683,415,88,107
690.97,414.84,84,105
690.96,413.85,84,105
699.36,412.96,81,101
706.6,410.28,79,99
704,413,82,101
711.08,412.33,80,99
718.17,412.1,77,95
719.19,413.09,75,93
721.13,411.54,74,91
726,415,81,87
725.49,414.49,81,87
725.61,412.73,81,87
728.79,412.76,77,83
729.2,409.41,77,83
737,412,70,76
736.42,411.86,68,74
734.41,408.69,68,74
734.4,408.69,68,74
733.96,406.85,65,71
735,407,60,65
734.99,406.5,60,65
732.9,405.47,57,62
726.13,400.6,58,63
726.14,400.61,58,63
728,401,52,66
722.28,398.38,53,67
718.15,396.22,50,64
717.14,394.23,52,66
712.2,392.47,52,66
713,389,40,59
712.01,388.5,40,59
706.24,384.59,40,59
703.21,383.17,38,56
703.21,382.18,38,56
704,381,33,57
698.8,379.49,33,57
697.79,379.98,33,56
694.77,377.07,32,54
689.37,374.1,32,54
691,375,32,51
685.75,373.3,30,49
680.56,371.47,30,49
675.22,368.54,30,49
676.22,369.04,30,48
673,370,29,41
669.53,368.4,27,39
669.55,368.41,27,39
665.38,366.89,28,40
663.36,365.77,27,38
659,367,32,30
656.92,366.83,32,30
654.72,365.87,31,29
654.74,365.86,31,29
651.76,365.09,32,30
651,364,32,30
649.34,364.46,32,29
649.34,364.45,32,29
647.78,363.9,32,29
645.56,364.46,32,29
644,364,31,26
643.98,364.97,30,25
644.46,366.03,29,24
642.96,364.54,30,25
642.94,366.27,30,25
645,364,28,35
645.01,363.5,28,35
644.15,365.06,28,35
645.55,365.36,28,35
645.55,365.37,28,35
649,366,21,37
648.7,366.99,21,37
647.96,368.26,21,37
647.94,368.25,21,37
648.42,367.62,21,37
650,368,18,38
650.99,368,18,38
650.89,369.18,18,38
649.95,370.46,18,38
649.94,370.46,18,38
647,371,17,34
645.7,371.3,17,34
646.7,371.31,17,34
645.66,371.5,17,34
644.57,372.69,17,34
646,371,18,32
646,370.01,18,32
645.12,370.29,18,32
644.84,370.98,17,31
