321,68,32,27
325,68,31,26
329,68,32,27
334,68,32,27
337,67,32,27
344,71,29,21
349,69,29,27
353,71,28,22
357,70,29,21
360,71,30,23
362,71,39,22
371,70,35,23
380,71,31,24
378,69,37,29
383,70,35,26
389,69,34,25
397,70,33,23
402,70,33,23
406,70,33,23
411,70,33,23
413,72,39,27
421,73,37,25
424,73,38,25
429,72,39,26
433,72,39,26
439,71,40,32
443,71,39,30
451,71,40,31
455,71,41,31
462,70,41,32
468,70,38,29
473,71,37,27
482,71,37,27
487,70,38,28
494,71,37,27
496,71,41,30
502,71,41,29
509,71,41,29
517,71,40,28
523,71,41,29
529,72,43,30
534,72,43,29
540,73,42,28
550,74,43,29
556,74,42,28
564,75,42,32
571,75,42,31
579,75,42,31
587,76,42,31
599,78,43,31
608,77,43,33
616,78,43,32
622,79,43,32
629,80,44,32
637,82,43,32
646,86,46,32
652,87,47,31
659,88,47,31
665,91,46,31
672,93,45,30
687,94,37,37
691,95,38,37
695,97,38,37
701,98,37,36
703,101,36,35
715,102,30,37
717,102,30,36
721,102,31,37
724,101,31,38
728,102,30,37
730,98,38,38
734,94,38,37
738,90,39,38
739,87,38,37
743,82,38,37
745,79,46,37
746,72,46,36
752,63,48,37
756,55,49,38
762,48,53,38
767,39,56,40
771,31,57,40
777,22,58,40
782,16,58,40
789,10,58,40
798,6,59,44
804,2,58,42
810,1,59,40
818,1,60,35
824,1,58,31
834,1,62,30
841,1,70,27
847,1,75,27
860,1,75,25
870,1,76,25
878,1,77,24
890,1,78,24
896,1,83,24
903,1,83,26
917,1,81,27
921,1,82,26
928,1,83,32
936,3,80,31
939,1,84,39
946,1,82,40
951,4,85,42
956,8,83,37
960,11,82,37
962,13,83,37
963,14,84,38
965,18,84,40
965,20,85,39
965,21,83,38
965,23,83,38
964,25,84,39
970,26,84,40
970,28,85,39
971,29,83,38
971,30,82,38
971,31,82,38
972,32,83,38
967,32,83,37
963,31,83,37
958,30,83,37
954,29,80,35
951,23,81,40
944,21,82,39
935,18,80,38
925,17,85,41
917,15,78,37
905,16,80,34
892,13,79,32
874,9,78,32
864,8,77,32
853,6,77,32
844,4,75,35
831,2,76,34
820,1,75,33
804,1,72,31
794,1,70,29
783,1,74,29
772,1,75,27
761,1,76,26
746,1,76,24
737,1,73,22
727,1,73,25
719,1,68,26
710,1,68,24
701,1,69,25
687,1,70,25
679,1,66,21
670,1,65,20
660,1,66,20
653,1,65,20
646,1,63,19
634,1,59,16
626,1,59,16
616,1,66,21
605,1,64,19
598,1,65,22
572,2,68,21
562,3,70,25
545,5,75,27
531,7,66,27
516,10,62,29
505,10,60,32
483,13,61,31
468,17,60,31
455,20,61,31
441,24,60,31
425,28,56,31
399,35,64,34
383,39,65,37
370,41,60,32
356,46,59,38
342,49,57,41
327,53,58,40
307,59,58,41
293,64,58,40
281,66,59,42
267,74,51,38
254,78,49,36
233,86,48,35
218,91,48,35
201,97,50,37
185,105,49,42
169,110,49,42
154,116,49,42
132,128,48,41
117,133,49,42
105,137,43,47
91,144,42,46
77,151,43,47
57,162,42,46
46,169,43,47
34,178,47,49
25,186,46,48
16,193,47,49
8,201,47,49
1,211,45,49
1,219,37,49
1,227,31,49
1,232,28,50
1,239,24,50
1,246,22,50
1,252,22,56
1,258,21,56
1,263,20,57
1,269,20,57
1,276,19,57
1,291,21,55
2,299,19,52
1,304,20,54
1,310,20,55
3,314,21,56
1,304,28,70
2,310,30,71
1,310,37,81
1,324,37,71
1,329,48,73
1,334,50,73
5,341,60,80
10,347,62,78
19,353,61,77
25,356,64,80
33,360,66,85
40,364,66,86
54,372,68,88
64,377,69,90
74,384,69,90
85,386,72,100
95,393,72,100
110,403,74,104
120,410,76,107
132,417,77,108
141,424,82,108
154,433,80,105
166,441,82,109
185,454,85,112
197,464,86,114
214,475,86,120
228,487,85,119
242,497,87,122
262,513,90,126
279,527,89,125
286,538,98,123
303,551,97,123
318,563,100,126
335,576,101,128
