499,421,102,179
504,439,99,164
514,456,89,152
525,477,83,133
531,496,77,117
533,507,79,109
534.5,512.57,80,110
538.31,519.51,74,101
541,520,69,107
536,516,77,116
539,509,68,129
539.86,502.42,65,123
538.73,492.07,64,120
537.3,480.3,64,120
536.16,470.74,61,115
534,462,65,114
533.5,452.65,63,110
533.2,444.36,60,104
534.17,435.84,60,104
534.5,427.23,60,104
533,421,59,100
532.82,414.48,57,98
530.04,406.83,57,98
527.88,399.95,57,98
525.52,391.27,56,96
529,383,50,93
526.14,374.46,50,93
522.4,361.26,52,96
517,356,49,79
513,346,52,82
514,333,48,79
512.4,321.85,48,78
509.9,308.33,49,81
508.02,298.27,49,81
505.36,285.54,50,82
502,272,53,88
499.09,261.41,54,88
498.73,251.18,53,87
496.65,241.65,53,87
486,236,70,87
480,224,79,91
479.31,217.41,79,90
477.74,210.88,79,90
475.62,203.05,79,90
467,198,88,89
462,194,95,87
461.02,189.22,96,88
460.42,186.07,95,87
457.61,181.9,98,90
454.29,177.21,100,92
462,177,89,93
461.32,175.54,89,93
459.75,175.32,90,94
458.4,175.52,90,94
457.58,176.17,89,93
461,177,86,95
460.33,178.83,86,95
459.17,181.43,86,95
459.45,184.84,84,93
459.75,189.69,82,91
454,197,88,94
455.26,202.69,86,92
458,207,79,102
458,216,78,106
459,224,70,104
463,235,69,105
463.86,244.75,67,101
464.47,256.39,66,99
467,267,65,104
466.75,277.7,66,99
470,289,62,110
471.41,300.85,62,109
471.85,312.93,63,111
471.66,325.85,63,111
473.44,340.08,63,111
480,346,58,121
482.79,362.25,56,117
483,375,55,110
487,389,49,97
483,401,54,93
483,410,59,93
484.04,417.48,57,91
483.66,421.21,57,91
483,423,56,100
483,425,52,100
475,424,57,100
472.89,423.83,57,100
471.32,423.03,55,98
468.95,421.63,54,96
465.42,418.43,53,94
466,419,54,93
464.29,418.02,52,90
462.44,417.72,51,88
461.74,416.34,50,86
461.14,416.44,48,83
462,413,47,81
461.07,412.05,47,81
460.41,410.32,47,81
457.38,407.1,46,79
454.82,403.83,46,79
447,399,46,70
443.14,392.9,46,70
437.55,387.1,45,68
435,381,44,59
431,375,43,56
423,365,49,61
418.86,357.75,49,61
414.65,349.81,50,63
413,337,47,64
411,329,54,68
405,322,59,66
401.76,316.75,59,65
402,313,64,64
392.5,306.36,63,70
393,304,70,62
387,311,75,53
383.85,309.9,70,52
384,307,80,49
380,304,87,48
376,303,94,47
372,302,95,49
371.97,298.15,86,50
368.23,297.24,88,52
367.08,299.08,86,50
364.69,296.53,88,52
362,295,116,56
360.57,295.32,118,56
358.68,296.21,120,57
360.6,298.6,113,53
359.31,300.51,111,52
356,309,105,56
355,313,99,58
350,317,95,60
359,319,89,63
365,322,79,70
366,324,95,77
370.2,330.01,98,70
371.99,339.1,100,72
371.54,347.96,100,72
378,354,98,78
382,362,94,77
384.07,371.72,92,74
384.56,381.15,92,74
386,371,88,88
388,382,82,86
391,396,79,81
397,402,75,84
399,412,72,86
401,421,70,84
406,433,69,82
411,446,62,81
413.17,456.33,62,81
415,477,62,81
414,492,59,81
410,505,61,85
406,517,62,88
403.15,527.97,62,88
398.23,536.6,63,89
390,552,65,87
386.36,556.23,68,97
